vGBL Period,vGBL Version,vGBL Account,vGBL Cost Centre,vCST Cost Pool,vCST Service Line,vCST Account Config Measure,vAmount
2026-04,Budget,7000,Input,Input,Input,Apportionment Type,Exclude
2026-05,Budget,7000,Input,Input,Input,Apportionment Type,Exclude
2026-06,Budget,7000,Input,Input,Input,Apportionment Type,Exclude
2026-07,Budget,7000,Input,Input,Input,Apportionment Type,Exclude
2026-08,Budget,7000,Input,Input,Input,Apportionment Type,Exclude
2026-09,Budget,7000,Input,Input,Input,Apportionment Type,Exclude
2026-10,Budget,7000,Input,Input,Input,Apportionment Type,Exclude
2026-11,Budget,7000,Input,Input,Input,Apportionment Type,Exclude
2026-12,Budget,7000,Input,Input,Input,Apportionment Type,Exclude
2027-01,Budget,7000,Input,Input,Input,Apportionment Type,Exclude
2027-02,Budget,7000,Input,Input,Input,Apportionment Type,Exclude
2027-03,Budget,7000,Input,Input,Input,Apportionment Type,Exclude
